SBS1	SBS2	SBS5	SBS6	SBS7a	SBS7b	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS19	SBS20	SBS21	SBS23	SBS24	SBS25	SBS26	SBS28	SBS30	SBS31	SBS32	SBS33	SBS37	SBS38	SBS39	SBS40	SBS42	SBS43	SBS44	SBS45	SBS46	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS57	SBS58	SBS59	SBS60	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS91	SBS92	SBS93	virus	type
Molluscum_contagiosum_96N13-MN931750.1	0.155339805825243	0	0	0	0.184466019417476	0	0.0776699029126214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.349514563106796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233009708737864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N13-MN931750.1
Molluscum_contagiosum_96N16-N173	0.134199134199134	0	0.489177489177489	0	0	0	0	0	0.194805194805195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N16-N173
Molluscum_contagiosum_96N18-MH320554.1	0.173076923076923	0	0.346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N18-MH320554.1
Molluscum_contagiosum_96N18-N191	0.0615384615384615	0	0.261538461538462	0	0	0	0	0	0	0	0.123076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107692307692308	0	0	0	0.230769230769231	0	0	0	0	0	0	0	0	0	0	0	0.215384615384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N18-N191
Molluscum_contagiosum_96N2-N13	0.0330250990752972	0	0.593130779392338	0.220607661822985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.153236459709379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N2-N13
Molluscum_contagiosum_96N20-MH646551.1	0.0588235294117647	0	0.514705882352941	0	0	0	0	0	0	0	0	0	0	0	0.264705882352941	0	0	0	0	0	0.161764705882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N20-MH646551.1
Molluscum_contagiosum_96N21-KY040275.1	0.0655737704918033	0	0.344262295081967	0	0.0983606557377049	0.131147540983607	0	0	0	0	0.114754098360656	0	0	0	0.245901639344262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N21-KY040275.1
Molluscum_contagiosum_96N21-N221	0.155555555555556	0	0.177777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N21-N221
Molluscum_contagiosum_96N24-KY040277.1	0.123076923076923	0	0.107692307692308	0	0	0	0	0	0	0	0	0	0	0	0.323076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N24-KY040277.1
Molluscum_contagiosum_96N24-N251	0.0449438202247191	0	0.359550561797753	0	0	0	0	0	0	0	0	0	0	0	0.314606741573034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0898876404494382	0	0	0	0	0	0	0	0	0.191011235955056	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N24-N251
Molluscum_contagiosum_96N25-MN202187.1	0	0	0.22680412371134	0	0	0	0	0	0	0	0	0	0	0	0.268041237113402	0	0	0	0	0	0.206185567010309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298969072164948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N25-MN202187.1
Molluscum_contagiosum_96N25-N26	0.0641025641025641	0	0.41025641025641	0	0	0	0	0	0	0	0	0	0	0	0.256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N25-N26
Molluscum_contagiosum_96N27-N281	0.115942028985507	0	0	0	0.130434782608696	0	0.101449275362319	0	0.405797101449275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246376811594203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N27-N281
Molluscum_contagiosum_96N3-MH320549.1	0.149253731343284	0.0895522388059701	0.432835820895522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104477611940299	0	0	0	0	0.223880597014925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N3-MH320549.1
Molluscum_contagiosum_96N6-MN931751.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Molluscum_contagiosum_96	Molluscum_contagiosum_96N6-MN931751.1
Myxoma_virus_96N10-N11	0.0833333333333333	0	0.399122807017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0964912280701754	0	0	0	0	0	0	0.131578947368421	0	0	0	0	0	0	0.206140350877193	Myxoma_virus_96	Myxoma_virus_96N10-N11
Myxoma_virus_96N11-N122	0.176470588235294	0.176470588235294	0.205882352941176	0	0	0	0	0	0	0	0	0	0	0	0.235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205882352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N11-N122
Myxoma_virus_96N12-S17	0.106382978723404	0	0.340425531914894	0	0	0	0	0	0	0	0	0	0	0	0.553191489361702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N12-S17
Myxoma_virus_96N12-S5	0.0263157894736842	0	0	0	0	0	0	0	0	0	0.473684210526316	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N12-S5
Myxoma_virus_96N15-S20	0.242424242424242	0.121212121212121	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N15-S20
Myxoma_virus_96N2-N32	0.0454545454545455	0	0.0227272727272727	0.363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N2-N32
Myxoma_virus_96N29-S19	0.205128205128205	0	0	0	0.512820512820513	0	0	0	0	0	0	0	0	0	0.282051282051282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N29-S19
Myxoma_virus_96N31-S35	0	0.129032258064516	0.193548387096774	0	0	0	0	0	0	0	0.161290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258064516129032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258064516129032	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N31-S35
Myxoma_virus_96N36-S2	0.130841121495327	0.130841121495327	0.121495327102804	0	0	0	0	0	0	0	0.383177570093458	0	0	0	0.233644859813084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N36-S2
Myxoma_virus_96N37-N381	0.0824742268041237	0	0.164948453608247	0	0	0	0	0	0	0	0.257731958762887	0	0	0	0.494845360824742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N37-N381
Myxoma_virus_96N37-S49	0.238095238095238	0.222222222222222	0.0158730158730159	0	0	0	0	0	0	0	0	0	0	0	0.523809523809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N37-S49
Myxoma_virus_96N41-N42	0.032258064516129	0.247311827956989	0	0	0	0	0	0	0	0	0.397849462365591	0	0	0	0.32258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N41-N42
Myxoma_virus_96N44-N45	0.151162790697674	0.127906976744186	0	0	0	0	0	0	0	0	0.453488372093023	0	0	0	0	0	0	0	0	0	0.267441860465116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N44-N45
Myxoma_virus_96N9-S42	0.0645161290322581	0.161290322580645	0.258064516129032	0	0	0	0	0	0	0	0.225806451612903	0	0	0	0.290322580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Myxoma_virus_96	Myxoma_virus_96N9-S42
Orf_virusN1-N11	0	0	0.0842105263157895	0	0	0	0	0	0	0	0.134210526315789	0	0	0	0.165789473684211	0	0	0	0.147368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139473684210526	0	0	0	0	0	0	0	0	0.328947368421053	0	0	0	0	0	Orf_virus	Orf_virusN1-N11
Orf_virusN1-N22	0	0	0.301369863013699	0	0	0	0	0	0	0	0.105022831050228	0	0	0	0.251141552511416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342465753424658	0	0	0	0	0	Orf_virus	Orf_virusN1-N22
Orf_virusN10-S1	0	0	0.312090530077427	0	0	0	0	0	0	0	0	0	0	0	0.19237641453246	0	0	0	0.10184633710542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103633114949375	0	0	0	0	0	0	0	0	0.290053603335319	0	0	0	0	0	Orf_virus	Orf_virusN10-S1
Orf_virusN10-S8	0	0	0.35341726618705	0.174460431654676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132194244604317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.339928057553957	0	0	0	0	0	Orf_virus	Orf_virusN10-S8
Orf_virusN11-N123	0	0	0	0	0	0	0	0	0	0	0.173184357541899	0	0	0	0.23463687150838	0	0	0	0.23463687150838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357541899441341	0	0	0	0	0	Orf_virus	Orf_virusN11-N123
Orf_virusN11-S13	0	0	0.489302325581395	0	0	0	0	0	0	0	0	0	0	0	0.122790697674419	0	0	0	0.129302325581395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258604651162791	0	0	0	0	0	Orf_virus	Orf_virusN11-S13
Orf_virusN12-S11	0	0	0.212403100775194	0	0	0	0	0	0	0	0.117829457364341	0	0	0	0.210852713178295	0	0	0	0.151937984496124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306976744186047	0	0	0	0	0	Orf_virus	Orf_virusN12-S11
Orf_virusN12-S12	0	0	0.155086848635236	0	0	0	0	0	0	0	0.110421836228288	0	0	0	0.21712158808933	0	0	0	0.167493796526055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110421836228288	0	0	0	0	0	0	0	0	0.239454094292804	0	0	0	0	0	Orf_virus	Orf_virusN12-S12
Orf_virusN2-N33	0	0	0.171065493646139	0	0	0	0	0	0	0	0	0	0	0	0.156402737047898	0	0	0	0.212121212121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.460410557184751	0	0	0	0	0	Orf_virus	Orf_virusN2-N33
Orf_virusN2-S14	0	0	0.359633027522936	0.176146788990826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11651376146789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0798165137614679	0	0	0	0	0	0	0	0	0.267889908256881	0	0	0	0	0	Orf_virus	Orf_virusN2-S14
Orf_virusN4-N1	0.0634920634920635	0	0.571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126984126984127	0	0	0	0	0	0	0	0	0	0	0	0.238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orf_virus	Orf_virusN4-N1
Orf_virusN4-N10	0.107579462102689	0	0.821515892420538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0709046454767726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orf_virus	Orf_virusN4-N10
Orf_virusN5-N6	0.0502994011976048	0	0.454491017964072	0	0	0	0	0	0	0	0	0	0	0	0.0850299401197605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241317365269461	0	0	0	0	0	0	0.168862275449102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orf_virus	Orf_virusN5-N6
Orf_virusN5-N9	0	0	0.281976744186047	0.15406976744186	0	0.107558139534884	0.0523255813953488	0	0	0	0	0	0	0	0	0	0.0755813953488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133720930232558	0	0	0	0	0	0	0	0	0.194767441860465	0	0	0	0	0	Orf_virus	Orf_virusN5-N9
Orf_virusN6-N7	0	0	0.318181818181818	0.281818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218181818181818	0	0	0	0	0	Orf_virus	Orf_virusN6-N7
Orf_virusN6-N8	0.00571428571428571	0	0.182857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697142857142857	0	0	0	0	0	0	0	0	0	0	0	0.114285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orf_virus	Orf_virusN6-N8
Orf_virusN7-S2	0	0	0.19	0	0	0	0	0	0	0	0.0966666666666667	0	0	0	0.176666666666667	0	0	0	0.115	0	0	0	0.168333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253333333333333	0	0	0	0	0	Orf_virus	Orf_virusN7-S2
Orf_virusN7-S3	0	0	0	0	0	0	0	0	0	0	0.0967741935483871	0	0	0	0.161290322580645	0	0	0	0.185867895545315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25652841781874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299539170506912	0	0	0	0	0	Orf_virus	Orf_virusN7-S3
Orf_virusN8-S10	0	0	0.421455938697318	0	0	0	0	0	0	0	0	0	0	0	0.114942528735632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.306513409961686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157088122605364	0	0	0	0	0	Orf_virus	Orf_virusN8-S10
Orf_virusN8-S4	0	0	0.0984743411927878	0	0	0	0	0	0	0	0.0859916782246879	0	0	0	0.158113730929265	0	0	0	0.188626907073509	0	0	0	0	0	0.159500693481276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309292649098474	0	0	0	0	0	Orf_virus	Orf_virusN8-S4
Orf_virusN9-S5	0	0	0.165026495079485	0	0	0	0	0	0	0	0.10219530658592	0	0	0	0.155185465556397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210446631339894	0	0	0	0	0	0	0.128690386071158	0	0	0	0	0	0	0	0	0.238455715367146	0	0	0	0	0	Orf_virus	Orf_virusN9-S5
Orf_virusN9-S9	0	0	0.161251504211793	0	0	0	0	0	0	0	0.110709987966306	0	0	0	0.193742478941035	0	0	0	0.14560770156438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.388688327316486	0	0	0	0	0	Orf_virus	Orf_virusN9-S9
Orthopox_96N1-N23	0.0246987951807229	0	0.55	0	0	0	0	0	0	0	0	0	0.353614457831325	0	0	0.0716867469879518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N1-N23
Orthopox_96N1-N274	0.102493421876958	0.062272898133066	0.412229043979451	0	0	0	0	0	0	0	0	0	0.106628242074928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316376393935597	0	0	0	Orthopox_96	Orthopox_96N1-N274
Orthopox_96N1-S8	0.0786632390745501	0	0.702570694087404	0	0	0	0	0	0	0	0	0	0.218766066838046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N1-S8
Orthopox_96N10-N111	0.104938271604938	0.0596707818930041	0.592592592592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242798353909465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N10-N111
Orthopox_96N10-S109	0.116279069767442	0	0.697674418604651	0	0	0	0	0	0	0	0	0	0.113831089351285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0722154222766218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N10-S109
Orthopox_96N100-S54	0.0606060606060606	0	0.287878787878788	0	0.106060606060606	0	0.0757575757575758	0	0	0	0	0	0.242424242424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N100-S54
Orthopox_96N101-N102	0.145098039215686	0	0.423529411764706	0	0	0	0	0	0	0	0	0	0.235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196078431372549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N101-N102
Orthopox_96N101-N104	0.0982142857142857	0.0625	0.446428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N101-N104
Orthopox_96N102-N103	0.12015503875969	0.0503875968992248	0.344961240310078	0	0	0	0	0	0	0	0	0	0.155038759689922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116279069767442	0	0	0	0	0	0	0	0	0	0	0	0.0736434108527132	0	0	0	0	0.13953488372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N102-N103
Orthopox_96N102-S22	0.115288220551378	0	0.491228070175439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225563909774436	0	0.12280701754386	0	0	0	0	0	0	0	0	0	0	0	0	0.0451127819548872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N102-S22
Orthopox_96N103-S116	0.1	0	0.542307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119230769230769	0	0	0	0	0	0	0	0.0769230769230769	0	0	0	0	0	0	0	0	0	0	0	0.0615384615384615	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N103-S116
Orthopox_96N103-S52	0.109243697478992	0	0.57563025210084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315126050420168	0	Orthopox_96	Orthopox_96N103-S52
Orthopox_96N104-N105	0.168745414526779	0	0.518708730741012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0829053558327219	0	0	0	0	0	0	0	0	0	0.229640498899486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N104-N105
Orthopox_96N104-N107	0.0547945205479452	0.138508371385084	0.397260273972603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13089802130898	0	0	0.278538812785388	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N104-N107
Orthopox_96N105-N106	0.0349344978165939	0	0.537117903930131	0.427947598253275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N105-N106
Orthopox_96N105-S122	0.151351351351351	0	0.481081081081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.367567567567568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N105-S122
Orthopox_96N106-S124	0.0294117647058824	0.352941176470588	0	0	0	0	0	0	0	0	0.617647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Orthopox_human	Orthopox_96N106-S124
Orthopox_96N107-N108	0.0802469135802469	0.0802469135802469	0.462962962962963	0	0	0	0	0	0	0	0	0	0.197530864197531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179012345679012	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N107-N108
Orthopox_96N107-N194	0.174757281553398	0.155339805825243	0.189320388349515	0	0	0	0	0	0	0	0.121359223300971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359223300970874	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N107-N194
Orthopox_96N108-N109	0.0208333333333333	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0.354166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208333333333333	0	0	0	0	0	Orthopox_96	Orthopox_96N108-N109
Orthopox_96N108-N182	0.138613861386139	0.198019801980198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.366336633663366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297029702970297	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N108-N182
Orthopox_96N109-N110	0.0714285714285714	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0	Orthopox_96	Orthopox_96N109-N110
